id,publication_id,edition_id,title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,call_number,language,general_note,subject_keywords,url_original_object
362910,392289,362910,Արաբական ազգային-մշակութային զարթոնքը,"Նաջարյան, Ե. Հ.",ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Պատ․ խմբ․՝ Ն․ Հ․ Հովհաննիսյան,Երևան,1988,1988,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,499 էջ,21 սմ,AII/78006 ; AII/78548 ; AII/78755 ; AII/79886,hy,,Պատմություն Արաբական երկրներ,https://arar.sci.am/dlibra/publication/392289/edition/362910
9944,11335,9944,Արաբական աղբյուրներ,Իբն Ալ-Ասիր,ՀՍՍՀ ԳԱ պատմության ինստիտուտ,Պատ. խմբ.՝ Հ. Գ. Մելքոնյան ; Թարգմ․՝ Արամ Տեր-Ղևոնդյան,Երևան,1981,1981,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,443 էջ,,AII/66184 ; AII/66185 ; AII/68396,hy,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Պատմություն,https://arar.sci.am/dlibra/publication/11335/edition/9944
347220,376838,347220,"Արաբական աղբյուրներ, 4",,Մատենադարան. Մեսրոպ մաշտոցի անվան հին ձեռագրերի ինստիտուտ,"Թարգմ․ բնագրից, առաջաբան և ծանոթագր․՝ Գագիկ Դանիելյան ; Հատորի խմբ.՝ Ազատ Բոզոյան ; Վահան Տեր-Ղևոնդյան",Երևան,2021,2021,Գիրք,Երևան,Մատենադարանի հրատ.,pdf,339 էջ,,,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Արաբական պատմագիտություն Աղբյուրագիտություն Կիլիկյան Հայաստան,https://arar.sci.am/dlibra/publication/376838/edition/347220
10028,11346,10028,Արաբական աղբյուրներ․ Արաբ մատենագիրներ Թ-Ժ դարեր,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Վ. Տեր-Ղրոնդյան ; Թարգմ․՝ Արամ Տեր-Ղևոնդյան,Երևան,2005,2005,Գիրք,Երևան,Երևանի համալս. հրատ.,pdf,704 էջ,,AII/95235 ; AII/95301,hy,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Հայ ժողովրդի պատմություն,https://arar.sci.am/dlibra/publication/11346/edition/10028
9496,10907,9496,"Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին․ Յակուտ ալ-Համավի, Աբուլ-Ֆիդա, Իբն Շադդադ",,ՀՍՍՌ ԳԱ արևելագիտության սեկտոր,Կազմ.՝ Հ. Թ. Նալբանդյան,Երևան,1965,1965,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,367 էջ,,AII/37210 ; AII/37211,hy ; ru,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Հայոց պատմություն,https://arar.sci.am/dlibra/publication/10907/edition/9496
321753,349308,321753,Արաբական արևելքի կոմունիստական կուսակցությունների և առաջադիմական ուժերի պայքարը դեմոկրատիայի և սոցիալ-տնտեսական վերափոխությունների համար,"Սարաջյան, Պողոս Հարությունի",ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,Երևան,1986,1986,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,236 էջ,,AII/74625 ; AII/74708,hy,,Կոմունիստական կուսակցություն Արաբական երկրներ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349308/edition/321753
321581,349129,321581,"«Արաբական գարունը». Համաարաբական ըմբոստությունը հանուն արաբական հասարակության արդիականացման (Թունիս, Եգիպտոս, Եմեն, Լիբիա)","Հովհաննիսյան, Նիկոլայ ; Գևորյան, Գոռ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2018,2018,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,154 էջ,աղս․,AII/103578 ; AII/103579,hy,,Քաղաքականություն Արաբական երկրներ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349129/edition/321581
320688,348061,320688,Արաբական գեղարվեստական արձակի նմուշների հայ միջնադարյան թարգմանությունները (X-XV դդ.),"Մկրտչյան, Հասմիկ","ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ",,Երևան,1998,1998,Գիրք,Երևան,Զանգակ հրատ.,pdf,236 էջ,,AII/85070,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Գրականագիտություն Արևելագիտություն,https://arar.sci.am/dlibra/publication/348061/edition/320688
263058,286476,263058,"Արաբական Երկրներ, III",,ՀՍՍՀ ԳԱ արևելագիտության սեկտոր,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,"Իրանի հարավ-արևմտյան հատվածում գտնվող Խուզիստանը հանդիսանում է հին Էլամայի սեմիտական անունը: Արաբները դեպի Խուզիստան իրենց առաջին արշավանքը ձեռնարկեցին 639 թվականին և նա, մինչև 1924 թվականը, երբ պարսկական իշխանությունները ճնշեցին շեյխ Խազալի ղեկավարությամբ սկսված արաբ անջատողականների ապստամբությունը, կոչվում էր Արաբստան:",1967,1967,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,227 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/286476/edition/263058
265051,288664,265051,"Արաբական Երկրներ, IX",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,"IX դ. արաբ պատմիչ աթ-Թաբարիի «Թարիխ առ-ռուսուլ վա-լ-մուլուքը» («Մարգարեների և թագավորների պատմությունը») Հին Արևելքի պատմության ուսումնասիրության կարևոր աղբյուր է: Ներկա հրատարակման մեջ արաբերենից ռուսերեն են թարգմանվել այդ աղբյուրի այն հատվածները, որոնք վերաբերում են Հին Հարավային Եմենին:",1978,1978,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,397 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288664/edition/265051
265006,288609,265006,"Արաբական երկրներ, VI",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ.՝ խմբ. Ն. Հ. Հովհաննիսյան,Հայրենական արևելագիտության մեջ արաբական երկրների նոր և նորագույն պատմության գիտական ուսումնասիրումն անխզելիորեն կապված է Վ. Բ. Լուցկու անվան հետ:,1974,1974,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,434 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288609/edition/265006
265240,288900,265240,"Արաբական երկրների ներքին և արտաքին քաղաքականության ժամանակակից պրոբլեմներ, XIV",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,Երևան,1987,1987,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,314 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288900/edition/265240
324749,352449,324749,Արաբական երկրներն Օսմանյան տիրապետության ներքո (1908-1914 թթ․). Արխիվային փաստաթղթերի ժողովածու,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,"Համակարգումը, առաջաբանն ու ծանոթագրությունները՝ Ա․ Գասպարյանի ; Պատ. խմբ.՝ Ռ. Ա. Սաֆրաստյան",Երևան,2019,2019,Գիրք,Երևան,,pdf,323 էջ,,AII/105680,hy,,Պատմություն Թուրքիա Արաբական երկրներ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/352449/edition/324749
324759,352459,324759,Արաբական պետությունների լիգայի դերը արաբական երկրների հակաիմպերիալիստական պայքարում,"Կարամանուկյան, Շահեն Լևոնի",ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,Երևան,1988,1988,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,204 էջ,,AII/78100,hy,,Արևելագիտություն Արաբական երկրներ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/352459/edition/324759
322545,350126,322545,Արաբները VII դարից մինչև 1516 թ.,"Հովհաննիսյան, Նիկոլայ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Վահան Բայբուրդյան,Երևան,2003,2003,Գիրք,Երևան,Զանգակ հրատ.,pdf,416 էջ,դիմանկ. ; քարտեզ,AII/88678,hy,,Պատմություն Արաբական երկրներ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/350126/edition/322545
325470,353275,325470,"Արևելաասիական ուսումնասիրություններ, I",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Գլխ. խմբ.՝ Նիկոլայ Հովհաննիսյան,Երևան,2009,2009,Գիրք,Երևան,ՀՀ ԳԱԱ Պատմության ինստիտուտ,pdf,162 էջ,,AII/94774,hy,,"ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ Արտաքին քաղաքականություն Ասիա",https://arar.sci.am/dlibra/publication/353275/edition/325470
325471,353276,325471,"Արևելաասիական ուսումնասիրություններ, II",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Գլխ. խմբ.՝ Նիկոլայ Հովհաննիսյան,Երևան,2011,2011,Գիրք,Երևան,ՀՀ ԳԱԱ Պատմության ինստիտուտ,pdf,138 էջ,,AII/99273,hy,,"ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ Արտաքին քաղաքականություն Ասիա",https://arar.sci.am/dlibra/publication/353276/edition/325471
325472,353277,325472,"Արևելաասիական ուսումնասիրություններ, III",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Գլխ. խմբ.՝ Նիկոլայ Հովհաննիսյան,Երևան,2018,2018,Գիրք,Երևան,ՀՀ ԳԱԱ Պատմության ինստիտուտ,pdf,108 էջ,,AII/103576,hy,,"ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ Արտաքին քաղաքականություն Ասիա",https://arar.sci.am/dlibra/publication/353277/edition/325472
325474,353279,325474,"Արևելաասիական ուսումնասիրություններ, IV",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Գլխ. խմբ.՝ Նիկոլայ Հովհաննիսյան,Երևան,2020,2020,Գիրք,Երևան,ՀՀ ԳԱԱ Պատմության ինստիտուտ,pdf,148 էջ,,AII/106699,hy,,"ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ Արտաքին քաղաքականություն Ասիա",https://arar.sci.am/dlibra/publication/353279/edition/325474
263054,286472,263054,"Արևելագիտական Ժողովածու, I",,ՀՍՍՌ ԳԱ արևելագիտության սեկտոր,"Խմբ. կոլ.՝ Հ. Մ. Եգանյան, Հ. Գ. Ինճիկյան, Ե. Ղ. Սարգիսով","В статье, на основе анализа наиболее видных турецких историков, рассматривается господствующая в современной турецкой историографии концепция-тюркизм (Türkçülük).",1960,1960,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,399 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/286472/edition/263054
263056,286474,263056,"Արևելագիտության ժողովածու, II",,ՀՍՍՌ ԳԱ արևելագիտության սեկտոր,"Խմբ. կոլ.՝ Հ. Մ. Եգանյան, Հ. Գ. Ինճիկյան, Ն. Հ. Հովհաննիսյան","В годы второй мировой войны, после падения деспотического режима Реза-шаха, развитие демократических сил в Иране позволило прогрессивным писателям смелее выражать свои взгляды.",1964,1964,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,377 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/286474/edition/263056
347045,376433,347045,"Արևելյան աղբյուրագիտություն = Восточное источниковедение = Studies in oriental sources, 1988, 1",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,,Երևան,1988,1988,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,340 էջ,,,hy ; ru,"Հատորում տեղ են գտել աղբյուրագիտական հոդվածներ՝ նվիրված հայագիտության մեջ արաբական աղբյուրների ուսումնասիրությանը, հայատառ թուրքերեն ձեռագրերին, դրամագիտությանը և վիմագրությանը: Բնագրերի հրապարակումների բաժնում հրատարակված են արաբերեն և հայերեն ձեռագրեր՝ Հայաստանի և Արևելքի այլ երկրների վերաբերյալ, ինչպես նաև արևելագետ աղբյուրագետների հիշատակին նվիրված հոդվածներ:",Արևելագիտություն Բանասիրություն Պատմություն Ձեռագրեր Դրամագիտություն Վիմագրություն,https://arar.sci.am/dlibra/publication/376433/edition/347045
347046,376434,347046,"Արևելյան աղբյուրագիտություն = Восточное источниковедение = Studies in oriental sources, 2020, 2",,ՀՀ ԳԱԱ արևելագիտության ինստիտուտ ; Մատենադարան. Մաշտոցի անվան հին ձեռագրերի ինստիտուտ,,Երևան,2020,2020,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,445 էջ,,,hy ; ru ; en ; fr,,Արևելագիտություն Բանասիրություն Պատմություն Ձեռագրեր Դրամագիտություն Վիմագրություն,https://arar.sci.am/dlibra/publication/376434/edition/347046
347047,376435,347047,"Արևելյան աղբյուրագիտություն = Восточное источниковедение = Studies in oriental sources, 2022, 3",,ՀՀ ԳԱԱ արևելագիտության ինստիտուտ,,Երևան,2022,2022,Գիրք,Երևան,ՀՀ ԳԱԱ,pdf,308 էջ ; 23 էջ նկար,,,hy ; ru ; en ; fr ; de,"Հատորում տեղ են գտել Արեւելյան աղբյուրագիտության տարբեր հիմնախնդիրների վերաբերող հոդվածներ եւ հրապարակումներ, որոնք դրված են պարունակած թեմաների ժամանակագրական հերթականությամբ: Նյութերն հրապարակվում են հեղինակների նախընտրած լեզուներով (հայերեն, անգլերեն, ֆրանսերեն, գերմաներեն, ռուսերեն)։ Ընթերցողն այստեղ կգտնի հետազոտություններ, որոնք վերաբերում են հայագիտության, արաբագիտության, ասորագիտության, բյուզանդագիտության, կովկասագիտության, իրանագիտության եւ թյուրքագիտության բնագավառներին։ Սույն հատորում տեղ է հատկացվել նաեւ Կիլիկիայի պատմությանը վերաբերող դրամագիտական հետազոտության: Ժողովածույի այս հատորը նվիրվում է ֆրանսահայ ճանաչված պատմաբան Կլոդ Մութաֆյանի ծննդյան 80-ամյակին:Հրատարակվում է արեւելագետների, հայագետների եւ ընթերցող լայն շրջանների համար:",Արևելագիտություն Բանասիրություն Պատմություն Ձեռագրեր Դրամագիտություն Վիմագրություն,https://arar.sci.am/dlibra/publication/376435/edition/347047
364182,393591,364182,"Արևելյան աղբյուրագիտություն = Восточное источниковедение = Studies in oriental sources, 2023, 4",,ՀՀ ԳԱԱ արևելագիտության ինստիտուտ,,Երևան,2023,2023,Գիրք,Երևան,ՀՀ ԳԱԱ,pdf,251 էջ,քարտեզ,,hy ; ru ; en,,Արևելագիտություն Բանասիրություն Պատմություն Ձեռագրեր Դրամագիտություն Վիմագրություն,https://arar.sci.am/dlibra/publication/393591/edition/364182
378624,409769,378624,"Արևելյան աղբյուրագիտություն = Восточное источниковедение = Studies in oriental sources, 2024, 5",,ՀՀ ԳԱԱ արևելագիտության ինստիտուտ,,Երևան,2024,2024,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,307 էջ,,,hy ; ru,,Արևելագիտություն Բանասիրություն Պատմություն Ձեռագրեր Դրամագիտություն Վիմագրություն,https://arar.sci.am/dlibra/publication/409769/edition/378624
288807,314413,288807,"Արևելյան աղբյուրագիտություն, 1",,Հայկական ՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Գ․ Խ․ Սարգսյան ; Ա․ Ն․ Տեր-Ղևոնդյան,Երևան,1988,1988,Գիրք,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,pdf,339 էջ,,,hy ; ru ; en,,Աղբյուրագիտություն Դրամագիտություն Վիմագրություն Ձեռագրեր,https://arar.sci.am/dlibra/publication/314413/edition/288807
288629,314134,288629,"Արևելյան աղբյուրագիտություն, 2",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ ; Մատենադարան. Մաշտոցի անվան հին ձեռագրերի ինստիտուտ,Խմբ․՝ Ա․ Ա․ Բոզոյան ; Կոստիկյան Ք․ և այլք,Երևան,2020,2020,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,436 էջ,նկ․,AII/107233 ; AII/106666 ; AII/106667,hy ; en ; ru ; fr,,Աղբյուրագիտություն Հայագիտություն Արևելագիտություն,https://arar.sci.am/dlibra/publication/314134/edition/288629
328490,356625,328490,"Արևելյան աղբյուրագիտություն, 3",,"ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ",Խմբ․՝ Ա․ Ա․ Բոզոյան,Երևան,2022,2022,Գիրք,Երևան,ՀՀ ԳԱԱ Արվեստի ին-տի հրատ.,pdf,308 էջ,քարտեզ ; 23 թ. նկ.,,hy ; fr ; ru,,Հայագիտություն Արևելագիտություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/356625/edition/328490
325475,353280,325475,Արեւելյան Այսրկովկասի վարչաքաղաքական կազմավորումները ԺԸ դարի երկրորդ կեսին,"Մխիթարյան, Գոհար",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ա. Հակոբյան ; Ք. Կոստիկյան,Երևան,2018,2018,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,150 էջ,,AII/103985,hy,,Պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Անդրկովկաս,https://arar.sci.am/dlibra/publication/353280/edition/325475
325473,353278,325473,"Արևելք. Պատմություն, քաղաքականություն, մշակույթ",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Արտակ Մովսիսյան,Երևան,2001,2001,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,104 էջ,,AII/86767,hy,,Արևելագիտություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Քաղաքականություն Մշակույթ,https://arar.sci.am/dlibra/publication/353278/edition/325473
320693,348067,320693,Արևմտագերմանական մոնոպոլիաների ներխուժումը Թուրքիա,"Կոնդակչյան, Ռ. Պ.",ՀՍՍՌ ԳԱ Արևելագիտության սեկտոր,,Երևան,1963,1963,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,,,AI/4964,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Միջազգային քաղաքականություն,https://arar.sci.am/dlibra/publication/348067/edition/320693
325476,353286,325476,Արմենոցիդը ճանաչված ցեղասպանություն է,"Հովհաննիսյան, Նիկոլայ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2010,2010,Գիրք,Երևան,Զանգակ հրատ.,pdf,264 էջ,,AII/95692,hy,,Հայ ժողովրդի պատմություն Հայոց ցեղասպանություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/353286/edition/325476
321585,349133,321585,«Արյան հարկը» Օսմանյան կայսրությունում. Դեվշիրմե,"Շաքարյան, Արտակ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Ռ. Ա. Սաֆրաստյան,Երևան,2006,2006,Գիրք,Երևան,,pdf,188 էջ,,AII/91452 ; AII/91453,hy,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349133/edition/321585
324760,352460,324760,Արցախեան հարցի սեւ թղթածրարը,"Նաճարեան, Եղիա",,,Պէյրութ,1989,1989,Գիրք,Պէյրութ,,pdf,288 էջ,քարտեզ ; նկ․,AII/82851,hy,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/352460/edition/324760
325478,353296,325478,Արքայատոհմերն ու իշխանատոհմերը բուն Աղուանքում եւ Հայոց Արեւելից կողմանքում անտիկից մինչեւ ԺԳ դար (Պատմա-աղբիւրագիտական քննութիւն),"Յակոբեան, Ալեքսան",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Գրախօսներ՝ Հ․ Մարգարեան ; Ա․ Բոզոյեան,Երեւան,2020,2020,Գիրք,Երեւան,«Գիտություն» հրատ.,pdf,440 էջ,,AII/106930,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հայ պատմական աղբյուրագիտություն Հայոց պատմություն,https://arar.sci.am/dlibra/publication/353296/edition/325478
325468,353272,325468,Աքեմենյան Պարսկաստանի վարչական բաժանումների շուրջ,"Խորիկյան, Հովհաննես",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2010,2010,Գիրք,,,pdf,56 էջ,,AII/95561,hy,,Արևելագիտություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն,https://arar.sci.am/dlibra/publication/353272/edition/325468
325480,353299,325480,Բանակի դերը Սիրիայի քաղաքական կյանքում. ռազմական հեղաշրջումների ֆենոմենը,"Սամսոնյան, Հայկ Խաչիկի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2013,2013,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,270 էջ,,AII/99010,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Քաղաքականություն Սիրիա,https://arar.sci.am/dlibra/publication/353299/edition/325480
280363,305486,280363,"Բանբեր Արևելագիտության ինստիտուտի, Հատոր 1, 1 (34)",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ․՝ Ռոբերտ Ղազարյան,Երևան,2021,2021,Գիրք,Երևան,«Վառմ» տպ.,pdf,204 էջ,,,hy,Պարբերականը հրատարակվում է 1960 թ.-ից։Պարբերականը մինչև 2021 թ. կոչվել է Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ (ՄՄԱԵԺ):,Միջին դարերի պատմություն Աղբյուրագիտություն Հնագիտություն Լեզվաբանություն Միջազգային հարաբերություններ Քաղաքականություն,https://arar.sci.am/dlibra/publication/305486/edition/280363
362123,391482,362123,"Բանբեր Արևելագիտության ինստիտուտի, Հատոր 1, 2 (34)",,Խմբ․՝ Ռոբերտ Ղազարյան,,Երևան,2021,2021,Գիրք,Երևան,«Վառմ» տպ.,pdf,238 էջ,,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/391482/edition/362123
362124,391483,362124,"Բանբեր Արևելագիտության ինստիտուտի, Հատոր 2, 1 (35)",,Խմբ․՝ Ռոբերտ Ղազարյան,,Երևան,2022,2022,Գիրք,Երևան,«Վառմ» տպ.,pdf,188 էջ,,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/391483/edition/362124
