id,publication_id,edition_id,title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,call_number,language,general_note,subject_keywords,url_original_object
321841,349394,321841,Սիրիան անկախության համար մղված պայքարում (1917-1946 թթ.),"Հովհաննիսյան, Ն. Հ. ; Սարգսյան, Հ. Ս.",ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Հ. Գ. Ինճիկյան,Երևան,1975,1975,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,320 էջ,,AII/55555 ; AII/55786,hy,,Պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349394/edition/321841
321655,349205,321655,Սրբազան լեռնաշխարհը. Հայաստանը Առաջավոր Ասիայի հնագույն հոգևոր ընկալումներում,"Մովսիսյան, Արտակ Երջանիկի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2000,2000,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,56 էջ,,AII/85879,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Ազգագրություն Հայոց պատմություն Հայկական լեռնաշխարհ,https://arar.sci.am/dlibra/publication/349205/edition/321655
321656,349206,321656,Սրբազան լեռնաշխարհը. Հայաստանը Առաջավոր Ասիայի հնագույն հոգևոր ընկալումներում,"Մովսիսյան, Արտակ Երջանիկի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2004,2004,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,80 էջ,,AII/90665,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Ազգագրություն Հայոց պատմություն Հայկական լեռնաշխարհ,https://arar.sci.am/dlibra/publication/349206/edition/321656
321978,349554,321978,Վահան Բայբուրդյանի տպագիր աշխատությունների մատենագիտություն,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2003,2003,Գիրք,Երևան,Զանգակ հրատ.,pdf,24 էջ,դիմանկ.,AII/88268 ; AII/88269,hy,,Պատմություն Մատենագիտություն Բայբուրդյան Վահան Կենսագրություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349554/edition/321978
342829,372558,342829,"Վանի թագավորության (Բիայնիլի, ՈՒրարտու, Արարատ) մեհենագրությունը","Մովսիսյան, Ա. Ե.",ՀՀ Գիտությունների ազգային ակադեմիա. Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Գ. Խ․ Սարգսյան,Երևան,1998,1998,Գիրք,Երևան,"""Գիտություն"" հրատ.",pdf,144 էջ,,AII/84708 ; AII/84709 ; AII/84798 ; AII/84799,hy,,Հայաստանի հնագույն պատմություն Հին Արևելք Հայաստանի մշակույթ Մեհենագրություն Վանի թագավորություն,https://arar.sci.am/dlibra/publication/372558/edition/342829
321953,349546,321953,Վ. Ի. Լենինը և Մերձավոր ու Միջին Արևելքի ժողովուրդների ազգային-ազատագրական պայքարը,,ՀՍՍՀ ԳԱ Արևելագիտության սեկտոր,Պատ. խմբ.՝ Հ. Գ. Ինճիկյան,Երևան,1969,1969,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,276 էջ,,AII/44293 ; AII/44294,hy,,Պատմություն Մերձավոր և Միջին Արևելք Լենին Վլադիմիր Իլյիչ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349546/edition/321953
373928,404850,373928,Վրաստանի Հայոց Ազգային Խորհրդի գործունեությունը 1918 թ. օգոստոս - 1921 թ. փետրվար,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,"Կազմ․, առաջաբ, և ծանոթագր․՝ Բենիամին Մաիլյան",Երևան,2023,2023,Գիրք,Երևան,Քոփի Փրինթ,pdf,331 էջ,21 սմ,AII/110656 ; AII/110657,hy,,Պատմություն Վրաստան,https://arar.sci.am/dlibra/publication/404850/edition/373928
342368,372332,342368,Վրացական ուղեգրությունները և նրանց տեղեկությունները հայերի մասին,"Չոբանյան, Պ. Ա.",Հայկական ՍՍՀ Գիտությունների ակադեմիա արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Պ. Մ. Մուրադյան,Երևան,1981,1981,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,,199 էջ,,AII/65923 ; AII/65924 ; AII/65925 ; AII/65926 ; AII/108190 ; AII/108246,hy,,Հայ ժողովրդի պատմություն,https://arar.sci.am/dlibra/publication/372332/edition/342368
321706,349262,321706,Տուն Թորգոմայ (առասպել և իրականություն),"Քոսյան, Արամ Վաղարշակի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,1998,1998,Գիրք,Երևան,,pdf,79 էջ,,AII/85072,hy,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349262/edition/321706
324762,352463,324762,Ցեղասպանության պատմությունից,"Սահակյան, Ռուբեն Գարեգինի",,,Երևան,1990,1990,Գիրք,Երևան,"""Հայաստան"" հրատ.",pdf,367 էջ,,AII/81126,hy,,Հայոց ցեղասպանություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/352463/edition/324762
325926,353742,325926,Ցուցակ հայերէն ձեռագրերի հայատառ թուրքերէն նիւթերի եւ հայատառ թուրքերէն ձեռագրերի,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ ; Մատենադարան. Մաշտոցի անվան հին ձեռագրերի ինստիտուտ,Կազմ.՝ Հասմիկ Ստեփանյան,Երևան,2008,2008,Գիրք,Երևան,Հեղ. հրատ.,pdf,299 էջ,նկ․,AIII/7736,hy,,Հայկական ձեռագրեր ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/353742/edition/325926
334730,364203,334730,Քառյակներ,Օմար Խայամ,,Թարգմ.՝ Գ. Էմին ; Թարգմ.՝ Արմանուշ Կոզմոյան,Երևան,1993,1993,Գիրք,Երևան,Նաիրի,pdf,44 էջ,,Կուս/1325,hy ; fa,,Պարսկական գրականություն Իրանական պոեզիա ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/364203/edition/334730
265025,288630,265025,"Քրդագիտություն, VII",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.` Գ. Բ. Ակոպով,"Ներկա աշխատությունն իրենից ներկայացնում է Բահդինանիի՝ քրդերեն լեզվի կենտրոնական բարբառի քերականության բազմակողմանի ուսումնասիրությունը: Առաջաբանում լուսաբանվում է քրդերեն լեզվի բարբառների համակարգը, տրվում է բարբառների գիտական դասակարգում և բացահայտվում է Բահդինանիի լեզվագիտական դիրքը:",1975,1975,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,383 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288630/edition/265025
265206,288860,265206,"Քրդագիտություն, XIII",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Շ. Խ. Մհոյան,"Многочисленные копии официальных бумаг и писем, составленных в 60-80 гг. XVIII в. старшим секретарем (мунши-баши) Ереванских ханов Мирза-Мухаммад Муслимом Ереванским, в те же годы были включены в рукописный сборник, который ныне хранится в Восточном фонде Матенадарана им. Маштоца под номером 233.",1985,1985,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,285 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288860/edition/265206
321574,349122,321574,Քրդական ազգային-ազատագրական շարժումներն Իրաքում Երկրորդ համաշխարհային պատերազմից հետո,"Մհոյի, Շ. Խ.",ՀՍՍՌ ԳԱ Արևելագիտության սեկտոր,,Երևան,1965,1965,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,178 էջ,,AI/7839,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Քրդական շարժում,https://arar.sci.am/dlibra/publication/349122/edition/321574
321575,349123,321575,Քրդական գիրքը Հայաստանում 1930-1980 թթ.,,,Կազմ.՝ Ջալիլե Ջալիլ ; Խմբ.՝ Ամարիկե Սարդար,Երևան,1981,1981,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,60 էջ,,AII/66692,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Քրդական գրականություն Մատենագիտություն,https://arar.sci.am/dlibra/publication/349123/edition/321575
358746,387872,358746,Քրդական ժողովրդական առածներ և ասացվածքներ,,ՀՀ Գիտությունների ազգային ակադեմիա. Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ա.Տ. Ղանալանյան ; Մ.Հ. Խանոյան,Երևան,1985,1985,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,790 էջ,,A/II71529,hy ; ku (kurdish),,Քրդական գրականություն,https://arar.sci.am/dlibra/publication/387872/edition/358746
322657,350255,322657,Քրդական ժողովրդական առածներ և ասացվածքներ = Курдские народные пословицы и поговорки,,ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,"Գրառում., ներած. և ծանոթագր.՝ Հ. Ջնդի ; Պատ. խմբ.՝ Ա. Տ. Ղանալանյան ; Մ. Հ. Խանոյան",Երևան,1985,1985,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,790 էջ,,AII/71529,hy ; ku (kurdish),,Քրդական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/350255/edition/322657
363618,393064,363618,"Քրդական ժողովրդական հեքիաթներ, I",,Հայկական ՍՍՌ Գիտությունների ակադեմիա Մ. Աբեղյանի անվան գրականության ինստիտուտ. Արևելագիտության սեկտոր,"Գրառում, առաջաբան և ծանոթագր.՝ Հ. Ջնդի",Երևան,1961,1961,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ.,pdf,244 էջ,,,ku (kurdish),,Քրդական գրականություն,https://arar.sci.am/dlibra/publication/393064/edition/363618
322714,350328,322714,"Քրդական ժողովրդական հեքիաթներ, II",,ՀՍՍՌ ԳԱ Արևելագիտության սեկտոր,"Գրառում, առաջաբան և ծանոթագր.՝ Հ. Ջնդի",Երևան,1962,1962,Գիրք,Երևան,ՀՍՍՌ ԳԱ հրատ․,pdf,200 էջ,,PII/542105,ku (kurdish),,Քրդական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/350328/edition/322714
337089,366121,337089,"Քրդական ժողովրդական հեքիաթներ, III",,ՀՍՍՀ ԳԱ Արևելագիտության սեկտոր,"Գրառում, առաջաբան և ծանոթագր.՝ Հ. Ջնդի",Երևան,1969,1969,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,243 էջ,,PII/542106,ku (kurdish),,Քրդական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/366121/edition/337089
337077,366117,337077,"Քրդական ժողովրդական հեքիաթներ, IV",,ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,"Պատ. խմբ.՝ Մ. Հ. Խամոյան ; Գրառում, առաջաբան և ծանոթագր.՝ Հ. Ջնդի",Երևան,1980,1980,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,248 էջ,,AII/64236,ku (kurdish),,Քրդական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/366117/edition/337077
322712,350323,322712,"Քրդական ժողովրդական հեքիաթներ, VI",,ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,"Գրառում, առաջաբան և ծանոթագր.՝ Հ. Ջնդի",Երևան,2005,2005,Գիրք,Երևան,Ասողիկ հրատ.,pdf,230 էջ,,AII/90241,ku (kurdish),,Քրդական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/350323/edition/322712
337090,366122,337090,Քրդական ժողովրդական քնարական երգեր,,ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,"Գրառում, առաջ. և ծանոթ.՝ Հաջիե Ջնդի",Երևան,1972,1972,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,240 էջ,,AII/48791,ku (kurdish) ; hy,,Քրդական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/366122/edition/337090
337092,366129,337092,Քրդերը Աբբասյան խալիֆայության ժամանակաշրջանում (X-XIդդ.),"Փոլադյան, Արշակ Պ.",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,1999,1999,Գիրք,Երևան,«Զանգակ - 97»,pdf,304 էջ,դիմանկ.,,hy,,Պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/366129/edition/337092
337091,366123,337091,"Քրդերը, հայկական հարցը և հայ-քրդական հարաբերությունները պատմության լույսի ներքո","Բայբուրդյան, Վահան Առաքելի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2008,2008,Գիրք,Երևան,Հեղ. հրատ.,pdf,420 էջ,[1] թ. քարտ.,AII/93546,hy,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/366123/edition/337091
266139,289852,266139,Օսմաներենի ձեռնարկ,"Փափազյան, Ավետիս",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,"Պատ. խմբ.՝ Ռ. Սաֆրաստյան, Մ. Խաչիկյան",Երևան,2012,2012,Գիրք,Երևան,Զանգակ հրատ.,pdf,48 էջ,,AII/97794 ; AII/97795,hy,,Արևելագիտություն Քերականություն Ընթերցանություն,https://arar.sci.am/dlibra/publication/289852/edition/266139
